id,nome,data_nascimento,sexo,peso_kg,altura_m
522,pessoa_3708,1997-11-21,M,74.3,1.76
523,pessoa_1102,1978-04-20,F,88.7,1.67
524,pessoa_2747,1989-05-24,M,52.3,1.56
525,pessoa_2171,1988-01-12,M,109.9,1.83
526,pessoa_323,2022-09-07,M,10.6,0.9
527,pessoa_4255,1940-09-16,F,60.7,1.52
528,pessoa_3143,2002-01-16,F,57.1,1.61
529,pessoa_3538,1967-05-19,F,50.1,1.61
530,pessoa_4926,1941-01-05,F,71.6,1.57
531,pessoa_2925,2012-10-30,M,59.7,1.46
532,pessoa_1150,1968-06-04,F,57.3,1.54
533,pessoa_3618,2003-08-11,M,61.2,1.73
534,pessoa_292,2016-03-12,F,34.0,1.42
535,pessoa_3750,1980-06-10,F,45.4,1.65
536,pessoa_3587,1975-04-29,M,72.5,1.66
537,pessoa_534,2019-06-13,F,20.6,1.14
538,pessoa_3608,1993-05-28,M,66.3,1.73
539,pessoa_2649,1996-12-26,M,66.4,1.71
540,pessoa_4811,1949-10-19,M,70.1,1.76
541,pessoa_1984,2009-01-12,F,45.5,1.57
542,pessoa_2933,1969-01-14,M,81.5,1.76
543,pessoa_1537,1979-01-21,M,66.6,1.7
544,pessoa_4535,1944-05-19,M,67.1,1.72
545,pessoa_4173,2009-07-19,M,60.3,1.68
546,pessoa_3361,1992-05-10,M,64.9,1.73
547,pessoa_3666,1984-03-27,F,68.4,1.61
548,pessoa_4006,1974-12-06,M,92.9,1.69
549,pessoa_3627,1976-11-18,M,71.5,1.64
550,pessoa_587,2018-03-18,F,25.9,1.23
551,pessoa_3257,1977-12-02,F,73.6,1.5
552,pessoa_2299,2005-05-08,M,89.6,1.66
553,pessoa_3989,1991-01-08,F,60.1,1.68
554,pessoa_585,2024-04-13,F,12.2,0.81
555,pessoa_2424,1998-10-13,M,87.2,1.91
556,pessoa_1392,1997-04-23,M,75.0,1.79
557,pessoa_4526,1945-03-27,M,65.0,1.58
558,pessoa_4921,1933-04-27,M,65.3,1.72
559,pessoa_4801,1958-04-27,F,73.7,1.57
560,pessoa_3241,1987-01-27,M,70.4,1.78
561,pessoa_4282,1963-12-12,M,68.7,1.72
562,pessoa_3339,1981-12-25,M,50.8,1.61
563,pessoa_3221,2007-01-04,F,102.1,1.54
564,pessoa_2112,1978-01-24,M,74.9,1.7
565,pessoa_1175,1982-05-30,F,79.0,1.7
566,pessoa_4863,1934-07-23,M,71.7,1.7
567,pessoa_3812,1978-09-29,F,46.6,1.52
568,pessoa_1868,1990-08-27,F,64.7,1.53
569,pessoa_2615,1973-12-27,M,83.3,1.74
570,pessoa_3867,2005-12-09,F,59.6,1.66
571,pessoa_4886,1959-06-15,M,73.6,1.75
572,pessoa_3779,1983-11-22,F,65.0,1.57
573,pessoa_3847,1996-03-25,M,63.2,1.72
574,pessoa_2417,1970-04-13,F,68.8,1.58
575,pessoa_71,2024-11-12,F,12.1,0.59
576,pessoa_4881,1958-02-28,F,46.1,1.52
577,pessoa_1127,1975-08-21,M,105.1,1.66
578,pessoa_4025,2012-05-27,M,46.4,1.5
579,pessoa_3251,1979-10-11,F,73.1,1.71
580,pessoa_3902,1979-01-10,F,87.8,1.61
581,pessoa_1096,1990-10-07,M,66.9,1.81
582,pessoa_4546,1931-06-30,M,72.1,1.75
583,pessoa_1213,1987-06-04,M,107.8,1.75
584,pessoa_3922,1987-04-18,F,57.4,1.65
585,pessoa_1426,1979-08-17,M,69.6,1.86
586,pessoa_3067,1986-01-27,M,71.2,1.71
587,pessoa_4520,1961-12-11,F,59.9,1.52
588,pessoa_2101,1995-02-20,M,71.0,1.79
589,pessoa_808,2021-04-07,M,21.5,1.03
590,pessoa_4744,1933-03-13,M,75.7,1.69
591,pessoa_3751,1968-03-06,F,48.3,1.59
592,pessoa_1363,1973-05-17,M,73.0,1.73
593,pessoa_2318,1968-07-29,M,63.2,1.81
594,pessoa_4582,1949-06-18,F,59.5,1.52
595,pessoa_4742,1964-04-01,F,72.6,1.5
596,pessoa_1026,2000-02-05,M,64.0,1.67
597,pessoa_3110,2006-05-31,M,91.8,1.75
598,pessoa_2111,1978-06-04,M,55.4,1.68
599,pessoa_1042,1972-03-18,F,72.2,1.69
600,pessoa_1877,1989-05-16,F,95.1,1.63
601,pessoa_882,2018-11-25,F,30.1,1.27
602,pessoa_4300,1940-02-23,M,83.2,1.78
603,pessoa_1193,2005-11-06,F,57.4,1.59
604,pessoa_4588,1965-08-10,F,53.7,1.6
605,pessoa_4511,1961-08-10,M,62.4,1.65
606,pessoa_3671,1966-05-12,M,92.3,1.71
607,pessoa_625,2025-03-27,M,8.7,0.67
608,pessoa_2797,1985-06-07,F,58.4,1.67
609,pessoa_4292,1953-11-02,M,98.3,1.78
610,pessoa_4969,1952-07-06,F,72.6,1.56
611,pessoa_234,2015-08-05,M,26.8,1.34
612,pessoa_4567,1961-07-28,F,47.4,1.61
613,pessoa_1663,2002-03-13,F,65.0,1.57
614,pessoa_416,2021-04-24,M,21.8,1.09
615,pessoa_4247,1992-12-16,M,56.2,1.65
616,pessoa_2174,2004-10-09,F,104.3,1.66
617,pessoa_1457,1978-09-14,F,50.0,1.68
618,pessoa_747,2019-05-20,F,24.3,1.14
619,pessoa_18,2026-01-15,F,10.1,0.53
620,pessoa_1201,1966-05-31,F,88.6,1.66
621,pessoa_1700,1993-08-16,F,56.2,1.52
622,pessoa_3254,1991-08-13,F,53.4,1.45
623,pessoa_597,2023-06-26,M,14.6,0.84
624,pessoa_3227,2009-12-26,M,53.8,1.56
625,pessoa_4406,1930-06-18,M,90.3,1.6
626,pessoa_4720,1948-09-19,M,58.8,1.6
627,pessoa_1506,1988-04-03,F,51.2,1.57
628,pessoa_1413,1999-07-21,M,78.7,1.91
629,pessoa_1966,1992-10-02,F,94.3,1.72
630,pessoa_372,2019-04-04,M,25.2,1.22
631,pessoa_1341,1977-09-04,F,41.5,1.59
632,pessoa_599,2022-11-13,M,10.4,0.89
633,pessoa_239,2014-12-22,M,41.2,1.47
634,pessoa_3401,2004-07-13,M,73.0,1.73
635,pessoa_2068,1990-08-02,F,56.2,1.53
636,pessoa_811,2015-12-25,M,41.1,1.36
637,pessoa_1095,1987-01-14,F,78.8,1.64
638,pessoa_4325,1936-01-17,F,34.3,1.44
639,pessoa_4761,1956-02-05,M,80.5,1.71
640,pessoa_3677,2002-06-17,F,48.6,1.56
641,pessoa_3465,2007-04-21,F,89.5,1.55
642,pessoa_3104,1988-02-08,F,90.2,1.62
643,pessoa_2750,1978-02-11,F,46.2,1.61
644,pessoa_2296,1971-09-09,F,85.6,1.67
645,pessoa_4193,1976-12-17,M,65.9,1.75
646,pessoa_3709,2014-03-24,M,42.1,1.35
647,pessoa_3019,2002-01-19,F,83.9,1.74
648,pessoa_4253,1964-12-16,M,71.3,1.68
649,pessoa_804,2015-04-17,M,56.7,1.45
650,pessoa_4191,1983-01-23,F,52.7,1.64
651,pessoa_3706,1972-10-19,M,71.0,1.71
652,pessoa_752,2016-07-27,M,41.4,1.31
653,pessoa_4645,1943-03-06,M,73.6,1.68
654,pessoa_2532,1996-01-29,M,96.2,1.75
655,pessoa_622,2021-11-12,F,18.4,0.99
656,pessoa_2298,1996-10-30,M,52.9,1.58
657,pessoa_3829,2006-02-13,F,68.0,1.61
658,pessoa_567,2023-05-02,M,9.9,0.79
659,pessoa_1136,1991-06-04,F,74.2,1.55
660,pessoa_1205,1983-10-28,M,75.2,1.7
661,pessoa_1048,1968-05-10,M,65.9,1.76
662,pessoa_52,2021-02-06,M,24.7,1.06
663,pessoa_3652,1966-11-05,F,88.9,1.61
664,pessoa_1045,2010-12-06,M,62.4,1.59
665,pessoa_2182,2003-06-11,F,76.8,1.68
666,pessoa_2689,2003-12-03,M,78.4,1.75
667,pessoa_535,2016-07-22,M,26.6,1.18
668,pessoa_3185,2008-06-21,M,50.2,1.7
669,pessoa_3858,1987-12-14,M,76.3,1.77
670,pessoa_444,2020-10-28,M,22.5,1.13
671,pessoa_3605,2003-03-26,F,43.1,1.49
672,pessoa_196,2015-04-11,F,30.9,1.37
673,pessoa_1116,2003-08-02,M,73.8,1.7
674,pessoa_766,2022-06-27,M,15.1,0.86
675,pessoa_1946,1973-02-12,F,59.2,1.7
676,pessoa_3248,1990-03-08,F,74.2,1.52
677,pessoa_3003,1968-01-16,F,65.3,1.64
678,pessoa_1433,2006-05-12,M,120.4,1.78
679,pessoa_4201,1991-09-22,F,72.0,1.63
680,pessoa_3096,2010-08-16,F,57.1,1.52
681,pessoa_2923,2011-02-26,F,43.6,1.51
682,pessoa_645,2024-01-13,M,17.8,0.92
683,pessoa_1050,2007-09-16,M,77.0,1.77
684,pessoa_3746,2010-02-09,F,48.7,1.58
685,pessoa_4094,2010-05-19,M,62.9,1.66
686,pessoa_4404,1958-08-23,F,57.6,1.48
687,pessoa_121,2020-06-09,M,17.3,0.99
688,pessoa_2053,2009-06-23,M,62.6,1.55
689,pessoa_4259,1942-04-05,M,72.0,1.77
690,pessoa_4889,1951-05-06,M,89.0,1.67
691,pessoa_4335,1943-12-08,M,60.6,1.7
692,pessoa_4692,1946-06-29,F,80.7,1.57
693,pessoa_135,2025-07-28,M,9.3,0.58
694,pessoa_2461,1995-01-28,F,56.5,1.56
695,pessoa_1955,1976-07-17,F,55.7,1.64
696,pessoa_2464,2005-04-24,M,68.6,1.73
697,pessoa_185,2021-11-23,M,16.2,0.99
698,pessoa_1393,1981-08-22,M,83.4,1.79
699,pessoa_2277,1973-06-14,F,67.3,1.65
700,pessoa_512,2018-01-28,F,36.8,1.26
701,pessoa_4730,1956-10-05,M,68.1,1.65
702,pessoa_4055,2001-02-11,M,88.1,1.81
703,pessoa_3138,2007-09-12,M,97.5,1.64
704,pessoa_2670,1997-03-18,M,86.1,1.82
705,pessoa_4774,1950-06-30,M,70.5,1.72
706,pessoa_4862,1939-07-01,M,97.0,1.68
707,pessoa_2118,2013-08-06,M,36.8,1.42
708,pessoa_252,2021-02-22,F,17.2,1.0
709,pessoa_3527,2010-07-18,M,47.4,1.62
710,pessoa_3560,1983-11-03,M,63.4,1.77
711,pessoa_4012,2013-12-30,F,39.5,1.6
712,pessoa_1508,1975-07-24,F,69.4,1.6
713,pessoa_123,2015-06-04,M,34.8,1.46
714,pessoa_4260,1932-04-07,F,71.0,1.56
715,pessoa_3334,1989-05-26,F,80.4,1.68
716,pessoa_1872,2004-09-17,F,42.4,1.67
717,pessoa_3693,1984-05-04,F,48.3,1.7
718,pessoa_568,2020-10-04,F,18.7,1.02
719,pessoa_1372,1998-11-18,F,86.9,1.63
720,pessoa_3186,1970-11-03,M,106.0,1.74
721,pessoa_3956,1998-02-15,F,82.5,1.63
722,pessoa_1057,2013-08-06,M,75.8,1.53
723,pessoa_857,2016-02-19,F,34.7,1.45
724,pessoa_3839,1974-05-18,F,45.7,1.61
725,pessoa_2861,1982-06-18,F,54.8,1.6
726,pessoa_4770,1941-11-13,F,79.6,1.6
727,pessoa_777,2020-11-03,F,17.3,0.99
728,pessoa_721,2019-11-01,M,22.5,1.14
729,pessoa_2711,1995-09-25,F,53.9,1.55
730,pessoa_2655,1985-06-14,M,60.4,1.7
731,pessoa_4878,1936-03-16,F,69.5,1.61
732,pessoa_603,2020-11-30,F,19.8,1.1
733,pessoa_3823,1980-05-19,M,66.9,1.76
734,pessoa_1245,2006-10-27,F,58.2,1.54
735,pessoa_4846,1944-10-31,F,55.3,1.55
736,pessoa_4842,1955-10-23,F,38.7,1.44
737,pessoa_319,2019-12-27,F,23.9,1.12
738,pessoa_829,2016-12-19,F,28.2,1.36
739,pessoa_3264,1968-06-02,M,68.0,1.77
740,pessoa_275,2017-11-16,M,30.1,1.26
741,pessoa_2665,1974-10-28,F,53.1,1.67
742,pessoa_550,2019-12-11,M,22.1,1.14
743,pessoa_3642,1985-08-26,F,62.7,1.68
744,pessoa_4054,1999-09-29,M,60.8,1.65
745,pessoa_4893,1960-03-12,F,78.1,1.6
746,pessoa_2935,1979-12-23,M,135.5,1.81
747,pessoa_606,2025-08-21,M,5.4,0.49
748,pessoa_897,2020-08-26,M,25.1,1.12
749,pessoa_528,2015-02-17,M,37.8,1.44
750,pessoa_4608,1933-07-17,M,121.7,1.81
751,pessoa_2348,1988-07-09,M,56.3,1.58
752,pessoa_3440,2011-10-31,M,47.0,1.54
753,pessoa_4999,1935-06-19,M,68.2,1.62
754,pessoa_4827,1947-08-09,F,99.2,1.67
755,pessoa_3923,2006-08-04,M,64.8,1.77
756,pessoa_299,2020-11-05,F,16.4,1.01
757,pessoa_2120,1992-02-14,F,52.1,1.58
758,pessoa_2537,2012-01-21,M,53.8,1.64
759,pessoa_4204,1999-09-21,M,62.3,1.71
760,pessoa_3255,2005-03-23,F,69.4,1.6
761,pessoa_3726,1991-04-25,F,60.8,1.6
762,pessoa_1261,1982-07-28,F,67.6,1.7
763,pessoa_1559,1988-06-05,F,55.8,1.65
764,pessoa_3270,1984-01-08,M,77.1,1.74
765,pessoa_4047,1982-03-14,F,83.9,1.82
766,pessoa_757,2022-02-18,F,20.4,1.07
767,pessoa_1011,1992-09-09,F,68.6,1.66
768,pessoa_2795,1977-12-28,F,53.3,1.72
769,pessoa_2906,1982-07-12,M,90.2,1.73
770,pessoa_1871,2012-04-30,M,62.5,1.53
771,pessoa_2230,2011-03-24,M,47.8,1.57
772,pessoa_1174,1969-01-20,M,57.2,1.67
773,pessoa_1833,2001-05-20,M,70.4,1.77
774,pessoa_377,2020-10-27,F,21.6,1.03
775,pessoa_3854,1977-08-05,M,86.6,1.83
776,pessoa_3617,1997-06-21,M,72.7,1.65
777,pessoa_799,2021-01-21,F,32.2,1.09
778,pessoa_379,2015-12-13,F,33.7,1.36
779,pessoa_1159,1974-06-28,F,67.6,1.56
780,pessoa_3820,2012-11-09,M,42.7,1.58
781,pessoa_2793,1991-10-07,F,59.4,1.68
782,pessoa_2241,1968-08-15,M,62.7,1.7
783,pessoa_4036,2008-11-04,F,54.8,1.52
784,pessoa_2663,1992-06-07,F,76.6,1.67
785,pessoa_4013,1994-04-07,F,74.1,1.54
786,pessoa_2958,2008-11-17,F,54.1,1.51
787,pessoa_3928,1978-09-23,F,46.3,1.51
788,pessoa_1039,1989-01-21,F,81.7,1.74
789,pessoa_3260,2005-08-24,M,54.6,1.67
790,pessoa_1345,2003-05-18,F,53.9,1.58
791,pessoa_2506,1984-12-31,F,56.5,1.54
792,pessoa_1722,1998-10-15,F,55.6,1.56
793,pessoa_4664,1933-11-13,M,99.8,1.73
794,pessoa_176,2014-08-26,M,47.5,1.46
795,pessoa_4894,1941-09-25,F,67.3,1.6
796,pessoa_1910,2014-01-25,F,64.4,1.51
797,pessoa_46,2018-02-10,M,29.6,1.3
798,pessoa_3410,1985-06-11,M,66.5,1.75
799,pessoa_4675,1935-03-03,F,73.1,1.62
800,pessoa_1076,1994-09-08,M,60.8,1.69
801,pessoa_2830,1981-02-14,M,75.2,1.72
802,pessoa_1505,1996-03-21,F,53.1,1.66
803,pessoa_2310,2003-04-02,M,82.4,1.81
804,pessoa_1437,1990-08-12,F,71.4,1.59
805,pessoa_2419,1977-09-16,M,65.6,1.71
806,pessoa_3987,1972-06-03,M,65.2,1.66
807,pessoa_3099,1976-07-29,M,68.0,1.85
808,pessoa_4589,1947-05-26,M,81.2,1.71
809,pessoa_284,2014-05-28,M,40.3,1.39
810,pessoa_4919,1962-08-07,F,64.3,1.63
811,pessoa_843,2025-12-21,M,7.4,0.55
812,pessoa_1514,2013-11-07,F,49.1,1.47
813,pessoa_1169,2008-08-21,F,66.0,1.7
814,pessoa_1593,1969-01-15,F,51.8,1.57
815,pessoa_3461,1990-11-13,F,51.4,1.6
816,pessoa_3166,2013-02-10,F,40.8,1.46
817,pessoa_2285,1981-12-28,F,58.6,1.54
818,pessoa_3576,1998-04-04,F,46.1,1.59
819,pessoa_4871,1943-04-26,F,88.8,1.62
820,pessoa_2306,1987-10-29,F,82.1,1.55
821,pessoa_953,2016-11-05,F,26.8,1.25
822,pessoa_4943,1936-12-25,M,80.1,1.68
823,pessoa_3054,2004-05-26,F,93.8,1.56
824,pessoa_4560,1946-12-19,M,68.5,1.73
825,pessoa_2686,1966-09-27,F,66.7,1.62
826,pessoa_1490,2003-08-13,F,55.2,1.63
827,pessoa_928,2014-05-25,M,52.4,1.56
828,pessoa_1210,2002-08-21,F,62.0,1.55
829,pessoa_3974,2012-08-11,F,56.8,1.59
830,pessoa_3546,1984-12-14,F,60.0,1.54
831,pessoa_4362,1932-10-24,M,109.6,1.71
832,pessoa_1922,1989-05-18,M,91.8,1.82
833,pessoa_352,2025-11-11,F,2.5,0.47
834,pessoa_4899,1936-06-18,F,51.5,1.52
835,pessoa_3394,2010-12-23,F,39.0,1.42
836,pessoa_2722,1989-05-28,M,130.0,1.81
837,pessoa_4982,1962-06-28,M,98.9,1.89
838,pessoa_719,2017-04-07,F,30.6,1.31
839,pessoa_2703,2004-08-14,M,84.4,1.76
840,pessoa_2723,1998-05-23,M,76.7,1.8
841,pessoa_4562,1951-01-19,F,60.4,1.61
842,pessoa_309,2016-01-03,M,29.6,1.35
843,pessoa_1676,2002-05-24,F,52.6,1.65
844,pessoa_834,2016-01-27,M,34.1,1.39
845,pessoa_367,2025-03-09,F,7.5,0.7
846,pessoa_4507,1938-07-13,M,55.6,1.7
847,pessoa_2079,1967-11-13,F,62.2,1.52
848,pessoa_4039,1996-09-20,M,71.4,1.81
849,pessoa_4847,1946-07-24,F,45.6,1.6
850,pessoa_4480,1966-01-11,F,59.7,1.62
851,pessoa_1747,1974-10-06,F,53.6,1.62
852,pessoa_20,2017-02-24,M,26.7,1.33
853,pessoa_1323,1990-03-23,F,72.5,1.73
854,pessoa_3568,1985-07-09,M,63.3,1.74
855,pessoa_2522,2010-10-17,M,43.5,1.55
856,pessoa_219,2023-07-04,F,13.3,0.87
857,pessoa_1488,2004-07-27,F,50.7,1.54
858,pessoa_439,2025-04-26,M,8.4,0.54
859,pessoa_4175,1970-11-30,M,73.4,1.7
860,pessoa_2751,1983-03-21,M,118.3,1.79
861,pessoa_3289,1975-07-08,M,124.1,1.71
862,pessoa_3434,1983-12-09,M,135.4,1.8
863,pessoa_2526,1968-12-16,M,82.2,1.75
864,pessoa_4651,1945-12-31,F,58.2,1.45
865,pessoa_3689,1976-12-19,F,93.7,1.66
866,pessoa_2764,1998-06-14,F,60.5,1.56
867,pessoa_803,2025-08-28,F,9.2,0.45
868,pessoa_2998,1998-11-04,M,67.0,1.71
869,pessoa_2229,1999-10-10,M,76.0,1.7
870,pessoa_4786,1954-10-15,F,52.6,1.52
871,pessoa_2078,1997-05-01,F,79.6,1.6
872,pessoa_583,2021-07-01,M,13.1,0.91
873,pessoa_204,2018-11-17,F,21.1,1.03
874,pessoa_4347,1952-08-09,M,68.2,1.6
875,pessoa_3479,1982-12-28,F,50.0,1.56
876,pessoa_2930,2009-09-16,M,49.6,1.62
877,pessoa_3086,2008-07-20,F,60.9,1.63
878,pessoa_1019,1973-08-17,M,82.3,1.82
879,pessoa_1584,1975-11-03,F,63.5,1.59
880,pessoa_1033,1980-10-27,F,62.5,1.7
881,pessoa_1719,1987-11-04,F,53.7,1.59
882,pessoa_1282,1990-06-05,M,74.8,1.72
883,pessoa_2499,1974-12-13,M,71.0,1.71
884,pessoa_3351,1973-09-11,F,56.1,1.62
885,pessoa_518,2023-09-12,F,10.5,0.89
886,pessoa_1748,1969-09-21,F,74.2,1.7
887,pessoa_4653,1958-10-15,F,82.5,1.59
888,pessoa_3733,1979-05-17,M,74.5,1.84
889,pessoa_669,2020-07-17,M,20.7,1.06
890,pessoa_4060,1976-03-30,F,64.6,1.6
891,pessoa_3027,1976-12-23,M,66.9,1.82
892,pessoa_4933,1959-04-17,M,74.8,1.78
893,pessoa_3287,2005-09-21,M,78.1,1.71
894,pessoa_2651,2010-10-17,M,80.3,1.67
895,pessoa_4454,1935-07-05,M,84.6,1.72
896,pessoa_3193,2000-06-09,M,76.5,1.66
897,pessoa_2125,2001-12-04,M,79.7,1.7
898,pessoa_3376,2004-08-31,M,95.4,1.76
899,pessoa_3393,2004-11-17,M,78.1,1.69
900,pessoa_3486,1977-10-02,F,106.5,1.79
901,pessoa_760,2023-05-25,M,14.2,0.83
902,pessoa_3380,1973-10-22,F,69.0,1.7
903,pessoa_4441,1930-11-10,F,61.5,1.54
904,pessoa_2527,2005-02-17,F,57.5,1.5
905,pessoa_4859,1942-12-09,F,56.0,1.45
906,pessoa_908,2017-04-22,F,24.7,1.19
907,pessoa_2684,2005-07-16,M,61.9,1.62
908,pessoa_215,2017-03-06,F,35.8,1.36
909,pessoa_3332,1980-11-01,F,64.4,1.57
910,pessoa_4459,1965-08-15,F,67.3,1.59
911,pessoa_694,2017-11-22,F,27.0,1.33
912,pessoa_1504,1969-12-24,M,59.0,1.7
913,pessoa_2415,1973-12-23,M,68.3,1.73
914,pessoa_2119,2003-07-26,M,100.0,1.74
915,pessoa_3859,1969-12-17,M,60.8,1.72
916,pessoa_2463,1978-11-07,F,55.0,1.56
917,pessoa_3636,1970-04-20,M,47.4,1.77
918,pessoa_4106,1989-04-17,F,115.6,1.65
919,pessoa_4479,1962-11-14,F,57.4,1.6
920,pessoa_197,2020-04-01,M,26.0,1.19
921,pessoa_4668,1964-03-15,F,84.8,1.71
922,pessoa_1544,1981-10-07,F,68.5,1.45
923,pessoa_1331,2009-05-21,M,62.9,1.78
924,pessoa_880,2018-04-27,M,24.6,1.18
925,pessoa_4503,1956-11-26,F,60.6,1.64
926,pessoa_3502,1972-08-07,F,50.7,1.51
927,pessoa_3895,1984-07-06,F,68.7,1.67
928,pessoa_4991,1933-11-04,M,116.7,1.74
929,pessoa_888,2025-06-02,F,8.8,0.48
930,pessoa_1346,1974-08-03,M,79.5,1.65
931,pessoa_69,2025-07-12,M,7.3,0.48
932,pessoa_4211,1981-05-27,F,71.1,1.63
933,pessoa_1816,1970-04-16,F,68.1,1.57
934,pessoa_569,2025-09-22,M,5.4,0.47
935,pessoa_2168,1968-03-31,F,58.9,1.68
936,pessoa_97,2020-05-02,M,25.1,1.11
937,pessoa_4182,2013-02-25,F,47.9,1.57
938,pessoa_3354,1971-02-03,F,73.3,1.61
939,pessoa_140,2014-11-02,M,31.1,1.42
940,pessoa_4955,1937-08-21,M,62.2,1.72
941,pessoa_2603,2002-11-14,M,95.7,1.71
942,pessoa_4024,2003-02-21,F,101.9,1.65
943,pessoa_4773,1935-12-21,M,56.9,1.62
944,pessoa_1607,1989-11-25,F,61.1,1.6
945,pessoa_1630,1972-12-12,M,84.9,1.76
946,pessoa_1540,2009-03-09,M,46.0,1.71
947,pessoa_1695,1989-09-01,F,40.3,1.59
948,pessoa_2060,2001-06-25,F,79.5,1.56
949,pessoa_464,2014-11-23,F,36.0,1.42
950,pessoa_2331,2013-01-20,M,48.2,1.61
951,pessoa_3044,1995-02-09,F,79.1,1.66
952,pessoa_4735,1932-06-14,M,69.4,1.7
953,pessoa_595,2022-03-29,F,26.4,1.0
954,pessoa_3815,2013-08-29,F,48.5,1.5
955,pessoa_626,2017-04-07,F,31.2,1.22
956,pessoa_451,2017-06-16,F,42.4,1.24
957,pessoa_1500,2009-12-02,F,46.9,1.66
958,pessoa_2457,1969-10-22,F,63.5,1.66
959,pessoa_4723,1945-01-01,F,91.5,1.58
960,pessoa_2985,2002-02-07,F,50.1,1.57
961,pessoa_1570,2001-08-27,F,84.1,1.72
962,pessoa_1035,2002-06-04,F,48.3,1.66
963,pessoa_3519,1976-08-17,M,94.2,1.85
964,pessoa_1558,1992-08-03,M,94.9,1.7
965,pessoa_3625,1979-07-04,M,76.0,1.73
966,pessoa_4665,1957-07-07,F,63.7,1.62
967,pessoa_151,2024-07-11,F,8.9,0.67
968,pessoa_1421,1976-11-06,F,61.7,1.66
969,pessoa_2012,2006-07-15,M,60.9,1.68
970,pessoa_2687,1999-05-28,F,37.5,1.59
971,pessoa_1787,1999-09-28,F,67.4,1.68
972,pessoa_89,2021-03-11,F,21.0,1.04
973,pessoa_458,2019-02-20,F,27.0,1.28
974,pessoa_1306,1993-07-24,M,62.3,1.65
975,pessoa_2926,1974-07-07,M,62.4,1.73
976,pessoa_3271,1983-12-07,F,79.5,1.58
977,pessoa_3228,2009-07-16,F,60.1,1.71
978,pessoa_1989,1993-08-12,M,60.6,1.74
979,pessoa_3755,1989-12-25,F,94.3,1.6
980,pessoa_3647,1981-02-02,F,50.3,1.52
981,pessoa_832,2024-03-08,M,15.2,0.83
982,pessoa_240,2016-05-31,F,22.3,1.34
983,pessoa_4682,1944-11-25,M,84.2,1.66
984,pessoa_3023,2002-03-16,M,76.6,1.86
985,pessoa_3149,1988-07-02,M,68.4,1.79
986,pessoa_1947,2013-03-25,F,64.9,1.69
987,pessoa_2776,1994-09-18,F,58.9,1.63
988,pessoa_193,2023-08-27,M,10.8,0.76
989,pessoa_4850,1952-07-03,F,47.6,1.6
990,pessoa_4940,1941-10-24,M,68.4,1.77
991,pessoa_945,2023-07-11,F,16.9,0.92
992,pessoa_1269,1986-10-22,F,57.7,1.52
993,pessoa_4232,2010-06-29,F,61.6,1.54
994,pessoa_2308,1978-02-13,F,63.3,1.59
995,pessoa_4425,1952-04-10,M,70.8,1.68
996,pessoa_4712,1938-09-17,F,53.3,1.69
997,pessoa_2314,1967-11-17,F,61.1,1.52
998,pessoa_3215,2010-05-22,F,49.1,1.47
999,pessoa_2733,1975-08-15,M,84.1,1.78
1000,pessoa_1927,2000-04-29,F,66.9,1.54
1001,pessoa_4228,1999-03-22,M,78.1,1.63
1002,pessoa_4677,1938-08-02,F,76.0,1.63
1003,pessoa_801,2020-02-02,M,21.0,1.06
1004,pessoa_3672,1994-05-14,F,52.0,1.63
1005,pessoa_4194,1977-09-02,F,61.7,1.63
1006,pessoa_2969,1999-03-02,F,59.5,1.53
1007,pessoa_4794,1934-04-12,F,53.9,1.58
1008,pessoa_4369,1948-11-20,M,95.0,1.65
1009,pessoa_2777,1988-03-07,F,65.5,1.71
1010,pessoa_2971,2000-01-23,F,52.1,1.59
1011,pessoa_3868,1990-10-22,M,123.7,1.74
1012,pessoa_1744,2014-04-12,M,48.6,1.5
1013,pessoa_3949,1989-04-30,M,76.5,1.72
1014,pessoa_3803,1987-07-17,F,59.3,1.57
1015,pessoa_2025,1988-09-20,M,83.7,1.87
1016,pessoa_2275,2005-02-03,F,51.1,1.66
1017,pessoa_100,2017-10-24,F,35.0,1.35
1018,pessoa_4922,1951-12-26,M,69.0,1.64
1019,pessoa_3408,1982-02-19,F,50.1,1.66
1020,pessoa_4246,1997-07-16,F,52.4,1.57
1021,pessoa_4620,1938-08-15,M,79.8,1.71
1022,pessoa_4917,1942-02-27,F,68.6,1.73
1023,pessoa_192,2016-07-18,F,26.0,1.38
1024,pessoa_4697,1949-11-11,F,49.4,1.67
1025,pessoa_1785,1972-07-02,F,68.7,1.61
1026,pessoa_1533,1993-04-12,F,69.4,1.67
1027,pessoa_2835,1996-02-20,M,50.9,1.75
1028,pessoa_4445,1942-07-20,F,72.8,1.67
1029,pessoa_4916,1943-11-26,M,87.6,1.76
1030,pessoa_1599,1968-04-11,F,58.2,1.59
1031,pessoa_1780,2005-07-25,F,43.3,1.6
1032,pessoa_4901,1951-01-07,M,99.1,1.8
1033,pessoa_2575,1984-06-04,F,64.4,1.55
1034,pessoa_3399,1990-05-30,F,62.1,1.57
1035,pessoa_3976,2013-05-12,F,50.9,1.5
1036,pessoa_3771,1968-08-05,M,68.1,1.76
1037,pessoa_167,2015-03-15,M,50.7,1.46
1038,pessoa_1752,1972-02-08,M,69.2,1.77
1039,pessoa_1480,1984-07-01,F,55.5,1.63
1040,pessoa_1025,1999-09-18,M,42.9,1.64
